inscricao_id,aluno_id,uc_id,semestre,ano_letivo,nota_final,resultado,epoca
I0017552,A01654,GENE,2,2025/2026,2,Reprovado,Normal
I0017553,A01654,ESTA,2,2025/2026,6,Reprovado,Normal
I0017554,A01654,ALGA,1,2025/2026,10,Aprovado,Normal
I0017555,A01654,BDAD,2,2024/2025,14,Aprovado,Normal
I0017556,A01655,FINA,1,2023/2024,17,Aprovado,Normal
I0017557,A01655,FIS1,1,2022/2023,14,Aprovado,Recurso
I0017558,A01655,PROG,1,2020/2021,19,Aprovado,Normal
I0017559,A01655,REDES,1,2025/2026,15,Aprovado,Normal
I0017560,A01655,SEMI,1,2021/2022,19,Aprovado,Normal
I0017561,A01655,DSCI,1,2023/2024,14,Aprovado,Normal
I0017562,A01655,FIS2,1,2023/2024,17,Aprovado,Recurso
I0017563,A01655,BIOC,2,2025/2026,13,Aprovado,Recurso
I0017564,A01655,PROJ,1,2020/2021,16,Aprovado,Especial
I0017565,A01655,ANAC,1,2020/2021,10,Aprovado,Normal
I0017566,A01656,BIOC,1,2025/2026,,Não avaliado,Recurso
I0017567,A01656,ALGA,1,2020/2021,18,Aprovado,Normal
I0017568,A01656,MLAB,2,2025/2026,8,Reprovado,Normal
I0017569,A01656,CALC,2,2025/2026,20,Aprovado,Normal
I0017570,A01656,EDUC,1,2024/2025,19,Aprovado,Recurso
I0017571,A01656,ING1,2,2024/2025,17,Aprovado,Normal
I0017572,A01656,QUIM,2,2023/2024,15,Aprovado,Normal
I0017573,A01656,SINA,1,2021/2022,,Não avaliado,Recurso
I0017574,A01656,REDES,2,2022/2023,19,Aprovado,Especial
I0017575,A01656,SEMI,2,2021/2022,10,Aprovado,Normal
I0017576,A01656,DSCI,2,2020/2021,18,Aprovado,Especial
I0017577,A01656,PROG,1,2020/2021,16,Aprovado,Normal
I0017578,A01656,ESTA,2,2020/2021,10,Aprovado,Normal
I0017579,A01656,PSIC,1,2020/2021,1,Reprovado,Normal
I0017580,A01656,GENE,2,2023/2024,18,Aprovado,Normal
I0017581,A01657,SEMI,1,2024/2025,,Não avaliado,Recurso
I0017582,A01657,QUIM,1,2023/2024,12,Aprovado,Recurso
I0017583,A01657,TRAD,2,2024/2025,,Não avaliado,Normal
I0017584,A01657,FIS2,2,2025/2026,1,Reprovado,Recurso
I0017585,A01657,ESTA,1,2023/2024,16,Aprovado,Normal
I0017586,A01657,EDUC,1,2023/2024,19,Aprovado,Normal
I0017587,A01657,ALGA,2,2023/2024,,Não avaliado,Recurso
I0017588,A01657,SOFT,1,2022/2023,19,Aprovado,Normal
I0017589,A01657,REDES,1,2024/2025,14,Aprovado,Normal
I0017590,A01658,PROG,2,2025/2026,4,Reprovado,Normal
I0017591,A01658,DSCI,1,2025/2026,,Não avaliado,Especial
I0017592,A01658,ESTA,1,2025/2026,15,Aprovado,Normal
I0017593,A01658,FIS2,2,2025/2026,0,Reprovado,Especial
I0017594,A01658,SEMI,1,2025/2026,3,Reprovado,Recurso
I0017595,A01658,FIS1,2,2025/2026,12,Aprovado,Especial
I0017596,A01658,ANAC,2,2025/2026,14,Aprovado,Normal
I0017597,A01658,DWHS,1,2025/2026,18,Aprovado,Recurso
I0017598,A01658,CONT,2,2025/2026,3,Reprovado,Normal
I0017599,A01658,BIOC,2,2025/2026,16,Aprovado,Normal
I0017600,A01658,SOFT,2,2025/2026,16,Aprovado,Normal
I0017601,A01658,GENE,1,2025/2026,16,Aprovado,Normal
I0017602,A01658,FINA,2,2025/2026,14,Aprovado,Recurso
I0017603,A01658,TRAD,1,2025/2026,12,Aprovado,Normal
I0017604,A01659,PROJ,1,2025/2026,7,Reprovado,Recurso
I0017605,A01659,DWHS,1,2025/2026,1,Reprovado,Recurso
I0017606,A01659,PROG,2,2023/2024,8,Reprovado,Normal
I0017607,A01659,DSCI,1,2023/2024,10,Aprovado,Normal
I0017608,A01659,REDES,1,2025/2026,5,Reprovado,Normal
I0017609,A01659,MICR,1,2025/2026,1,Reprovado,Recurso
I0017610,A01659,ALGA,2,2024/2025,14,Aprovado,Recurso
I0017611,A01659,CONT,1,2023/2024,2,Reprovado,Normal
I0017612,A01660,EDUC,1,2025/2026,17,Aprovado,Normal
I0017613,A01660,MKTG,1,2022/2023,12,Aprovado,Normal
I0017614,A01660,MLAB,2,2022/2023,15,Aprovado,Recurso
I0017615,A01660,FINA,1,2023/2024,20,Aprovado,Normal
I0017616,A01660,DSCI,2,2023/2024,20,Aprovado,Normal
I0017617,A01660,GENE,2,2022/2023,14,Aprovado,Normal
I0017618,A01660,BDAD,1,2024/2025,12,Aprovado,Normal
I0017619,A01660,BIAR,2,2023/2024,18,Aprovado,Recurso
I0017620,A01660,PSIC,2,2022/2023,11,Aprovado,Normal
I0017621,A01661,PROG,1,2025/2026,19,Aprovado,Normal
I0017622,A01661,MACR,2,2023/2024,5,Reprovado,Recurso
I0017623,A01661,MKTG,1,2023/2024,10,Aprovado,Normal
I0017624,A01661,PROJ,2,2025/2026,4,Reprovado,Especial
I0017625,A01661,CALC,2,2024/2025,17,Aprovado,Normal
I0017626,A01661,CONT,1,2024/2025,12,Aprovado,Normal
I0017627,A01661,ANAC,1,2023/2024,16,Aprovado,Normal
I0017628,A01661,FINA,1,2024/2025,,Não avaliado,Normal
I0017629,A01661,SEMI,1,2024/2025,17,Aprovado,Normal
I0017630,A01661,REDES,2,2025/2026,14,Aprovado,Recurso
I0017631,A01661,FIS1,2,2025/2026,20,Aprovado,Especial
I0017632,A01661,FIS2,1,2024/2025,7,Reprovado,Normal
I0017633,A01662,ESTA,1,2024/2025,20,Aprovado,Normal
I0017634,A01662,PROJ,1,2024/2025,10,Aprovado,Recurso
I0017635,A01662,BIOC,2,2024/2025,7,Reprovado,Normal
I0017636,A01662,PROG,1,2024/2025,10,Aprovado,Normal
I0017637,A01662,ING1,2,2025/2026,20,Aprovado,Especial
I0017638,A01662,SOFT,2,2025/2026,16,Aprovado,Normal
I0017639,A01662,ALGA,1,2024/2025,13,Aprovado,Normal
I0017640,A01662,BIAR,1,2025/2026,20,Aprovado,Normal
I0017641,A01663,MACR,1,2025/2026,15,Aprovado,Normal
I0017642,A01663,PROG,1,2025/2026,0,Reprovado,Recurso
I0017643,A01663,MICR,1,2025/2026,12,Aprovado,Recurso
I0017644,A01663,ALGA,2,2025/2026,18,Aprovado,Recurso
I0017645,A01663,PSIC,1,2025/2026,12,Aprovado,Normal
I0017646,A01663,FIS1,2,2025/2026,9,Reprovado,Normal
I0017647,A01663,DSCI,1,2025/2026,17,Aprovado,Normal
I0017648,A01663,BIAR,2,2025/2026,6,Reprovado,Normal
I0017649,A01663,ESTA,2,2025/2026,18,Aprovado,Normal
I0017650,A01663,CALC,2,2025/2026,16,Aprovado,Normal
I0017651,A01664,ALGA,2,2021/2022,12,Aprovado,Normal
I0017652,A01664,REDES,2,2024/2025,14,Aprovado,Normal
I0017653,A01664,CALC,2,2021/2022,3,Reprovado,Normal
I0017654,A01664,FIS2,2,2023/2024,,Não avaliado,Normal
I0017655,A01664,GENE,1,2021/2022,17,Aprovado,Normal
I0017656,A01664,QUIM,1,2022/2023,18,Aprovado,Normal
I0017657,A01664,MKTG,2,2020/2021,,Não avaliado,Normal
I0017658,A01664,TRAD,2,2024/2025,11,Aprovado,Normal
I0017659,A01664,ESTG,2,2025/2026,8,Reprovado,Normal
I0017660,A01664,PROG,1,2025/2026,17,Aprovado,Normal
I0017661,A01665,ESTG,1,2025/2026,6,Reprovado,Normal
I0017662,A01665,EDUC,1,2025/2026,12,Aprovado,Normal
I0017663,A01665,SINA,2,2023/2024,12,Aprovado,Normal
I0017664,A01665,DWHS,2,2023/2024,14,Aprovado,Normal
I0017665,A01665,MLAB,2,2025/2026,15,Aprovado,Recurso
I0017666,A01665,PSIC,1,2025/2026,10,Aprovado,Especial
I0017667,A01665,CALC,1,2025/2026,13,Aprovado,Especial
I0017668,A01665,SOFT,2,2024/2025,16,Aprovado,Normal
I0017669,A01665,FINA,2,2025/2026,19,Aprovado,Normal
I0017670,A01666,ANAC,1,2023/2024,8,Reprovado,Normal
I0017671,A01666,DWHS,2,2020/2021,17,Aprovado,Normal
I0017672,A01666,CONT,1,2021/2022,20,Aprovado,Normal
I0017673,A01666,MACR,1,2020/2021,18,Aprovado,Recurso
I0017674,A01666,GENE,1,2020/2021,,Não avaliado,Normal
I0017675,A01666,SINA,2,2020/2021,14,Aprovado,Normal
I0017676,A01666,BIAR,1,2021/2022,12,Aprovado,Recurso
I0017677,A01666,ALGA,1,2025/2026,12,Aprovado,Normal
I0017678,A01666,FIS2,1,2025/2026,10,Aprovado,Recurso
I0017679,A01666,TRAD,1,2021/2022,15,Aprovado,Normal
I0017680,A01666,MICR,1,2024/2025,17,Aprovado,Recurso
I0017681,A01667,FINA,2,2025/2026,,Não avaliado,Normal
I0017682,A01667,SINA,2,2025/2026,13,Aprovado,Normal
I0017683,A01667,GENE,2,2025/2026,12,Aprovado,Normal
I0017684,A01667,DSCI,1,2025/2026,8,Reprovado,Normal
I0017685,A01667,SOFT,2,2025/2026,10,Aprovado,Normal
I0017686,A01667,FIS2,2,2025/2026,18,Aprovado,Normal
I0017687,A01667,FIS1,1,2025/2026,17,Aprovado,Recurso
I0017688,A01667,ANAC,2,2025/2026,,Não avaliado,Normal
I0017689,A01667,MICR,2,2025/2026,8,Reprovado,Normal
I0017690,A01667,REDES,2,2025/2026,18,Aprovado,Normal
I0017691,A01667,ING1,2,2025/2026,15,Aprovado,Recurso
I0017692,A01667,QUIM,2,2025/2026,16,Aprovado,Recurso
I0017693,A01668,CONT,2,2023/2024,10,Aprovado,Normal
I0017694,A01668,FINA,1,2025/2026,10,Aprovado,Normal
I0017695,A01668,TRAD,2,2024/2025,9,Reprovado,Normal
I0017696,A01668,BDAD,2,2023/2024,10,Aprovado,Normal
I0017697,A01668,PROG,1,2023/2024,13,Aprovado,Normal
I0017698,A01668,MLAB,2,2023/2024,11,Aprovado,Recurso
I0017699,A01668,SOFT,1,2025/2026,17,Aprovado,Normal
I0017700,A01668,EDUC,1,2023/2024,14,Aprovado,Normal
I0017701,A01669,DSCI,2,2025/2026,11,Aprovado,Recurso
I0017702,A01669,ALGA,2,2024/2025,13,Aprovado,Recurso
I0017703,A01669,ESTA,2,2024/2025,5,Reprovado,Normal
I0017704,A01669,MKTG,2,2025/2026,4,Reprovado,Recurso
I0017705,A01669,ING1,2,2025/2026,14,Aprovado,Normal
I0017706,A01669,ESTG,2,2024/2025,13,Aprovado,Recurso
I0017707,A01669,SOFT,2,2025/2026,17,Aprovado,Normal
I0017708,A01669,MICR,1,2024/2025,13,Aprovado,Recurso
I0017709,A01669,TRAD,1,2024/2025,20,Aprovado,Recurso
I0017710,A01670,GENE,2,2025/2026,6,Reprovado,Normal
I0017711,A01670,BIOC,2,2023/2024,12,Aprovado,Normal
I0017712,A01670,CONT,1,2023/2024,,Não avaliado,Normal
I0017713,A01670,BDAD,1,2024/2025,11,Aprovado,Normal
I0017714,A01670,MACR,1,2023/2024,14,Aprovado,Normal
I0017715,A01670,EDUC,2,2023/2024,19,Aprovado,Normal
I0017716,A01670,FIS1,1,2024/2025,14,Aprovado,Recurso
I0017717,A01670,BIAR,1,2023/2024,14,Aprovado,Normal
I0017718,A01670,PSIC,2,2025/2026,10,Aprovado,Normal
I0017719,A01670,DSCI,2,2023/2024,,Não avaliado,Normal
I0017720,A01670,SOFT,1,2024/2025,15,Aprovado,Recurso
I0017721,A01670,CALC,2,2023/2024,2,Reprovado,Especial
I0017722,A01671,MLAB,1,2022/2023,13,Aprovado,Normal
I0017723,A01671,BDAD,1,2021/2022,3,Reprovado,Normal
I0017724,A01671,PROG,2,2021/2022,19,Aprovado,Normal
I0017725,A01671,ING1,2,2024/2025,3,Reprovado,Normal
I0017726,A01671,MKTG,1,2020/2021,19,Aprovado,Normal
I0017727,A01671,PROJ,2,2024/2025,10,Aprovado,Normal
I0017728,A01671,PSIC,2,2025/2026,,Não avaliado,Normal
I0017729,A01671,ESTA,1,2023/2024,,Não avaliado,Normal
I0017730,A01671,MICR,1,2023/2024,5,Reprovado,Recurso
I0017731,A01671,CALC,2,2022/2023,13,Aprovado,Normal
I0017732,A01671,ALGA,2,2022/2023,14,Aprovado,Recurso
I0017733,A01671,TRAD,1,2020/2021,16,Aprovado,Normal
I0017734,A01671,SINA,1,2020/2021,,Não avaliado,Normal
I0017735,A01672,CALC,1,2020/2021,1,Reprovado,Normal
I0017736,A01672,MICR,2,2020/2021,,Não avaliado,Normal
I0017737,A01672,PROJ,1,2023/2024,7,Reprovado,Normal
I0017738,A01672,CONT,2,2022/2023,7,Reprovado,Normal
I0017739,A01672,ESTG,2,2021/2022,9,Reprovado,Recurso
I0017740,A01672,BDAD,1,2025/2026,8,Reprovado,Normal
I0017741,A01672,PROG,1,2020/2021,,Não avaliado,Recurso
I0017742,A01672,MKTG,2,2024/2025,17,Aprovado,Normal
I0017743,A01673,DWHS,2,2023/2024,11,Aprovado,Normal
I0017744,A01673,REDES,2,2024/2025,,Não avaliado,Normal
I0017745,A01673,ESTA,1,2022/2023,,Não avaliado,Normal
I0017746,A01673,MICR,1,2025/2026,14,Aprovado,Normal
I0017747,A01673,FIS2,2,2021/2022,15,Aprovado,Normal
I0017748,A01673,ANAC,1,2025/2026,0,Reprovado,Normal
I0017749,A01673,SEMI,1,2022/2023,6,Reprovado,Recurso
I0017750,A01673,MLAB,1,2021/2022,19,Aprovado,Normal
I0017751,A01673,BDAD,2,2024/2025,14,Aprovado,Normal
I0017752,A01673,BIOC,2,2024/2025,19,Aprovado,Normal
I0017753,A01673,SOFT,2,2021/2022,16,Aprovado,Recurso
I0017754,A01673,FINA,2,2021/2022,13,Aprovado,Normal
I0017755,A01673,ESTG,1,2022/2023,3,Reprovado,Normal
I0017756,A01673,PSIC,1,2022/2023,18,Aprovado,Especial
I0017757,A01674,DSCI,1,2022/2023,8,Reprovado,Recurso
I0017758,A01674,BIOC,2,2025/2026,15,Aprovado,Normal
I0017759,A01674,PROG,1,2025/2026,,Não avaliado,Recurso
I0017760,A01674,FIS1,2,2025/2026,10,Aprovado,Normal
I0017761,A01674,EDUC,2,2023/2024,14,Aprovado,Especial
I0017762,A01674,SINA,2,2024/2025,12,Aprovado,Normal
I0017763,A01674,ESTG,1,2022/2023,17,Aprovado,Normal
I0017764,A01674,SEMI,2,2024/2025,11,Aprovado,Normal
I0017765,A01674,MICR,2,2022/2023,11,Aprovado,Especial
I0017766,A01674,ALGA,1,2025/2026,,Não avaliado,Normal
I0017767,A01675,PROJ,1,2023/2024,14,Aprovado,Normal
I0017768,A01675,CALC,2,2025/2026,14,Aprovado,Normal
I0017769,A01675,ANAC,1,2023/2024,14,Aprovado,Especial
I0017770,A01675,SINA,2,2024/2025,18,Aprovado,Recurso
I0017771,A01675,PROG,1,2022/2023,2,Reprovado,Recurso
I0017772,A01675,ING1,2,2022/2023,15,Aprovado,Normal
I0017773,A01675,BDAD,2,2025/2026,20,Aprovado,Recurso
I0017774,A01675,MICR,1,2024/2025,14,Aprovado,Normal
I0017775,A01675,MLAB,1,2025/2026,10,Aprovado,Normal
I0017776,A01675,PSIC,1,2023/2024,15,Aprovado,Recurso
I0017777,A01675,ALGA,2,2024/2025,15,Aprovado,Normal
I0017778,A01676,CALC,2,2023/2024,7,Reprovado,Normal
I0017779,A01676,BIOC,1,2023/2024,20,Aprovado,Normal
I0017780,A01676,ESTG,1,2024/2025,10,Aprovado,Normal
I0017781,A01676,PROJ,2,2021/2022,,Não avaliado,Normal
I0017782,A01676,EDUC,1,2023/2024,11,Aprovado,Normal
I0017783,A01676,SOFT,1,2025/2026,15,Aprovado,Normal
I0017784,A01676,ESTA,1,2025/2026,17,Aprovado,Especial
I0017785,A01676,SINA,1,2022/2023,12,Aprovado,Recurso
I0017786,A01676,CONT,1,2023/2024,14,Aprovado,Normal
I0017787,A01677,TRAD,1,2025/2026,17,Aprovado,Especial
I0017788,A01677,FINA,1,2025/2026,,Não avaliado,Normal
I0017789,A01677,CONT,2,2025/2026,15,Aprovado,Normal
I0017790,A01677,DWHS,1,2025/2026,5,Reprovado,Normal
I0017791,A01677,MICR,1,2025/2026,17,Aprovado,Normal
I0017792,A01677,PSIC,2,2024/2025,15,Aprovado,Normal
I0017793,A01677,SEMI,2,2024/2025,15,Aprovado,Normal
I0017794,A01677,PROG,2,2024/2025,11,Aprovado,Normal
I0017795,A01677,CALC,1,2024/2025,6,Reprovado,Normal
I0017796,A01677,ESTA,1,2024/2025,14,Aprovado,Normal
I0017797,A01677,BDAD,1,2025/2026,19,Aprovado,Normal
I0017798,A01677,DSCI,2,2024/2025,9,Reprovado,Normal
I0017799,A01678,ING1,2,2024/2025,12,Aprovado,Recurso
I0017800,A01678,PROG,2,2025/2026,12,Aprovado,Especial
I0017801,A01678,REDES,2,2025/2026,17,Aprovado,Recurso
I0017802,A01678,BIOC,2,2024/2025,5,Reprovado,Recurso
I0017803,A01678,MACR,2,2024/2025,13,Aprovado,Normal
I0017804,A01678,BIAR,1,2025/2026,2,Reprovado,Normal
I0017805,A01678,ESTA,1,2024/2025,2,Reprovado,Recurso
I0017806,A01678,PSIC,2,2025/2026,17,Aprovado,Normal
I0017807,A01678,ESTG,1,2025/2026,8,Reprovado,Normal
I0017808,A01678,ALGA,1,2024/2025,,Não avaliado,Normal
I0017809,A01678,EDUC,1,2025/2026,9,Reprovado,Normal
I0017810,A01679,ALGA,2,2025/2026,16,Aprovado,Normal
I0017811,A01679,REDES,2,2025/2026,17,Aprovado,Normal
I0017812,A01679,ANAC,1,2025/2026,14,Aprovado,Especial
I0017813,A01679,MLAB,1,2025/2026,11,Aprovado,Normal
I0017814,A01679,MICR,2,2025/2026,17,Aprovado,Normal
I0017815,A01679,FINA,2,2025/2026,13,Aprovado,Normal
I0017816,A01679,CALC,2,2025/2026,10,Aprovado,Normal
I0017817,A01679,DSCI,1,2025/2026,11,Aprovado,Normal
I0017818,A01679,PSIC,1,2025/2026,13,Aprovado,Normal
I0017819,A01679,BIAR,2,2025/2026,10,Aprovado,Normal
I0017820,A01679,TRAD,2,2025/2026,1,Reprovado,Recurso
I0017821,A01679,QUIM,2,2025/2026,14,Aprovado,Normal
I0017822,A01680,EDUC,2,2025/2026,9,Reprovado,Recurso
I0017823,A01680,TRAD,2,2025/2026,2,Reprovado,Normal
I0017824,A01680,SINA,1,2022/2023,10,Aprovado,Recurso
I0017825,A01680,MICR,1,2024/2025,12,Aprovado,Normal
I0017826,A01680,FIS1,1,2021/2022,11,Aprovado,Normal
I0017827,A01680,PROG,2,2025/2026,,Não avaliado,Recurso
I0017828,A01680,BDAD,2,2021/2022,20,Aprovado,Normal
I0017829,A01680,BIAR,2,2021/2022,10,Aprovado,Normal
I0017830,A01680,ING1,1,2021/2022,16,Aprovado,Recurso
I0017831,A01680,SEMI,2,2021/2022,14,Aprovado,Recurso
I0017832,A01681,ESTG,1,2024/2025,20,Aprovado,Normal
I0017833,A01681,DSCI,2,2024/2025,11,Aprovado,Normal
I0017834,A01681,FIS2,1,2025/2026,,Não avaliado,Normal
I0017835,A01681,CONT,2,2024/2025,20,Aprovado,Normal
I0017836,A01681,FINA,2,2025/2026,11,Aprovado,Normal
I0017837,A01681,MKTG,2,2025/2026,5,Reprovado,Normal
I0017838,A01681,BDAD,2,2025/2026,17,Aprovado,Normal
I0017839,A01681,REDES,1,2025/2026,17,Aprovado,Recurso
I0017840,A01681,ING1,2,2024/2025,3,Reprovado,Normal
I0017841,A01681,MACR,2,2025/2026,19,Aprovado,Especial
I0017842,A01681,BIOC,1,2025/2026,15,Aprovado,Especial
I0017843,A01681,PSIC,2,2024/2025,6,Reprovado,Normal
I0017844,A01682,ESTG,2,2025/2026,15,Aprovado,Normal
I0017845,A01682,DWHS,2,2025/2026,17,Aprovado,Normal
I0017846,A01682,DSCI,2,2025/2026,18,Aprovado,Normal
I0017847,A01682,SINA,2,2025/2026,18,Aprovado,Especial
I0017848,A01682,CONT,2,2025/2026,18,Aprovado,Normal
I0017849,A01682,EDUC,2,2025/2026,12,Aprovado,Normal
I0017850,A01682,BIOC,1,2025/2026,,Não avaliado,Normal
I0017851,A01682,PROJ,2,2025/2026,12,Aprovado,Normal
I0017852,A01682,CALC,1,2025/2026,20,Aprovado,Recurso
I0017853,A01682,SEMI,2,2025/2026,,Não avaliado,Recurso
I0017854,A01682,QUIM,2,2025/2026,18,Aprovado,Normal
I0017855,A01683,QUIM,2,2022/2023,13,Aprovado,Normal
I0017856,A01683,BIAR,1,2024/2025,16,Aprovado,Normal
I0017857,A01683,FIS1,1,2020/2021,,Não avaliado,Normal
I0017858,A01683,CALC,2,2022/2023,4,Reprovado,Normal
I0017859,A01683,MLAB,1,2024/2025,19,Aprovado,Especial
I0017860,A01683,SEMI,1,2023/2024,12,Aprovado,Normal
I0017861,A01683,TRAD,2,2020/2021,15,Aprovado,Normal
I0017862,A01683,BIOC,2,2023/2024,11,Aprovado,Recurso
I0017863,A01683,DSCI,2,2024/2025,7,Reprovado,Normal
I0017864,A01684,PROG,1,2025/2026,18,Aprovado,Normal
I0017865,A01684,ESTG,2,2024/2025,6,Reprovado,Normal
I0017866,A01684,GENE,1,2022/2023,9,Reprovado,Especial
I0017867,A01684,PROJ,1,2025/2026,,Não avaliado,Especial
I0017868,A01684,ANAC,2,2022/2023,14,Aprovado,Normal
I0017869,A01684,SOFT,1,2025/2026,20,Aprovado,Normal
I0017870,A01684,SINA,2,2023/2024,20,Aprovado,Recurso
I0017871,A01684,MLAB,2,2025/2026,,Não avaliado,Normal
I0017872,A01684,FINA,1,2022/2023,10,Aprovado,Normal
I0017873,A01684,QUIM,2,2024/2025,,Não avaliado,Normal
I0017874,A01685,SINA,1,2023/2024,3,Reprovado,Normal
I0017875,A01685,CALC,1,2024/2025,4,Reprovado,Normal
I0017876,A01685,REDES,2,2025/2026,,Não avaliado,Recurso
I0017877,A01685,ESTG,1,2024/2025,19,Aprovado,Recurso
I0017878,A01685,CONT,2,2025/2026,13,Aprovado,Normal
I0017879,A01685,GENE,2,2024/2025,11,Aprovado,Normal
I0017880,A01685,BDAD,1,2023/2024,8,Reprovado,Normal
I0017881,A01685,MLAB,2,2024/2025,12,Aprovado,Normal
I0017882,A01686,SOFT,2,2022/2023,12,Aprovado,Normal
I0017883,A01686,BDAD,2,2025/2026,11,Aprovado,Normal
I0017884,A01686,ALGA,2,2021/2022,11,Aprovado,Recurso
I0017885,A01686,BIOC,1,2022/2023,14,Aprovado,Normal
I0017886,A01686,BIAR,1,2023/2024,18,Aprovado,Especial
I0017887,A01686,ANAC,1,2025/2026,6,Reprovado,Normal
I0017888,A01686,DSCI,1,2022/2023,19,Aprovado,Normal
I0017889,A01686,GENE,1,2023/2024,16,Aprovado,Normal
I0017890,A01686,SEMI,1,2025/2026,,Não avaliado,Normal
I0017891,A01686,FIS2,2,2023/2024,11,Aprovado,Especial
I0017892,A01686,QUIM,2,2022/2023,11,Aprovado,Normal
I0017893,A01687,MACR,2,2025/2026,11,Aprovado,Normal
I0017894,A01687,REDES,2,2024/2025,19,Aprovado,Normal
I0017895,A01687,ALGA,1,2024/2025,15,Aprovado,Recurso
I0017896,A01687,CALC,1,2025/2026,10,Aprovado,Normal
I0017897,A01687,FIS1,1,2025/2026,12,Aprovado,Normal
I0017898,A01687,BIOC,1,2024/2025,,Não avaliado,Normal
I0017899,A01687,DSCI,2,2025/2026,0,Reprovado,Normal
I0017900,A01687,CONT,2,2024/2025,16,Aprovado,Normal
I0017901,A01688,DSCI,2,2024/2025,19,Aprovado,Normal
I0017902,A01688,PROG,1,2023/2024,15,Aprovado,Normal
I0017903,A01688,DWHS,1,2024/2025,20,Aprovado,Recurso
I0017904,A01688,MKTG,1,2025/2026,11,Aprovado,Normal
I0017905,A01688,FIS1,2,2025/2026,,Não avaliado,Normal
I0017906,A01688,CONT,1,2025/2026,14,Aprovado,Normal
I0017907,A01688,FIS2,2,2023/2024,,Não avaliado,Normal
I0017908,A01688,REDES,2,2024/2025,19,Aprovado,Recurso
I0017909,A01688,MICR,2,2024/2025,13,Aprovado,Normal
I0017910,A01689,FIS2,2,2025/2026,20,Aprovado,Normal
I0017911,A01689,ING1,1,2025/2026,12,Aprovado,Normal
I0017912,A01689,BIAR,1,2025/2026,,Não avaliado,Normal
I0017913,A01689,SOFT,1,2023/2024,16,Aprovado,Normal
I0017914,A01689,ALGA,1,2023/2024,10,Aprovado,Normal
I0017915,A01689,QUIM,1,2024/2025,4,Reprovado,Normal
I0017916,A01689,SEMI,1,2025/2026,12,Aprovado,Normal
I0017917,A01689,FIS1,1,2023/2024,5,Reprovado,Normal
I0017918,A01689,CONT,2,2024/2025,1,Reprovado,Normal
I0017919,A01689,MACR,2,2023/2024,3,Reprovado,Normal
I0017920,A01690,ING1,2,2025/2026,13,Aprovado,Normal
I0017921,A01690,EDUC,2,2023/2024,2,Reprovado,Especial
I0017922,A01690,PSIC,1,2025/2026,16,Aprovado,Normal
I0017923,A01690,MICR,1,2021/2022,19,Aprovado,Normal
I0017924,A01690,FIS2,2,2025/2026,9,Reprovado,Normal
I0017925,A01690,SOFT,1,2022/2023,,Não avaliado,Normal
I0017926,A01690,QUIM,2,2023/2024,11,Aprovado,Normal
I0017927,A01690,MACR,1,2022/2023,13,Aprovado,Especial
I0017928,A01690,SEMI,1,2023/2024,16,Aprovado,Recurso
I0017929,A01690,TRAD,1,2022/2023,13,Aprovado,Recurso
I0017930,A01690,REDES,1,2025/2026,20,Aprovado,Normal
I0017931,A01690,PROJ,2,2023/2024,10,Aprovado,Normal
I0017932,A01691,ALGA,2,2024/2025,,Não avaliado,Normal
I0017933,A01691,FIS2,2,2023/2024,3,Reprovado,Normal
I0017934,A01691,SOFT,2,2022/2023,20,Aprovado,Recurso
I0017935,A01691,MLAB,2,2023/2024,14,Aprovado,Normal
I0017936,A01691,TRAD,2,2024/2025,15,Aprovado,Normal
I0017937,A01691,MICR,1,2025/2026,,Não avaliado,Normal
I0017938,A01691,ESTA,1,2025/2026,20,Aprovado,Recurso
I0017939,A01691,FIS1,1,2022/2023,13,Aprovado,Normal
I0017940,A01691,MACR,2,2022/2023,15,Aprovado,Normal
I0017941,A01691,QUIM,2,2025/2026,,Não avaliado,Normal
I0017942,A01691,EDUC,2,2024/2025,7,Reprovado,Recurso
I0017943,A01692,CALC,1,2025/2026,14,Aprovado,Normal
I0017944,A01692,ING1,2,2024/2025,,Não avaliado,Recurso
I0017945,A01692,MLAB,1,2024/2025,11,Aprovado,Normal
I0017946,A01692,CONT,1,2022/2023,19,Aprovado,Normal
I0017947,A01692,ESTG,2,2024/2025,14,Aprovado,Normal
I0017948,A01692,MKTG,2,2023/2024,,Não avaliado,Normal
I0017949,A01692,PSIC,1,2021/2022,17,Aprovado,Normal
I0017950,A01692,TRAD,2,2024/2025,6,Reprovado,Especial
I0017951,A01692,SOFT,1,2023/2024,16,Aprovado,Normal
I0017952,A01692,EDUC,2,2021/2022,11,Aprovado,Normal
I0017953,A01692,QUIM,1,2025/2026,,Não avaliado,Normal
I0017954,A01692,FIS2,1,2024/2025,20,Aprovado,Recurso
I0017955,A01693,TRAD,1,2020/2021,11,Aprovado,Normal
I0017956,A01693,ESTA,1,2022/2023,,Não avaliado,Normal
I0017957,A01693,PSIC,2,2024/2025,6,Reprovado,Normal
I0017958,A01693,GENE,1,2021/2022,13,Aprovado,Recurso
I0017959,A01693,SOFT,1,2023/2024,14,Aprovado,Normal
I0017960,A01693,PROJ,1,2024/2025,20,Aprovado,Normal
I0017961,A01693,DWHS,1,2025/2026,15,Aprovado,Normal
I0017962,A01693,QUIM,2,2020/2021,19,Aprovado,Recurso
I0017963,A01693,MKTG,1,2025/2026,17,Aprovado,Normal
